ID,Code,BName,Address,City,State,PostalCode,Phone,sapStoreCode,sapStoreTypeCode,storeZone,storeLocation,storeCarpetArea,areaGrading,rsmName,rsmEmail,rsmEmployeeCode,asmName,asmEmail,asmEmployeeCode,serverID,GSTIN,businessPhone,landline,removedDetail,merchandiser,merchandiser1,customRegion,StoreCode,storeManager,lic,emailID
127,ST0127,"Kaur, Choudhury and Mitter - Jaipur","369
Kannan, Berhampur 045745",Jaipur,Rajasthan,997045,08328387775,SAP0127,FRANCHISE,East,Mall,2809,A,Urmi Agarwal,viganamika@example.org,RSM9939,Lakshit Kar,cvohra@example.org,ASM3947,SRV798,34RAXOW4434O5Z2,+914921819222,04187016622,,Rachita Krishnamurthy,Ishwar Ranganathan,REG7,ST0127,Anusha Ravi,LIC98208,vincentsama@example.com
128,ST0128,Saran and Sons - Visakhapatnam,"99
Prabhakar, Hyderabad 311863",Visakhapatnam,Andhra Pradesh,000249,5243875552,SAP0128,FLAGSHIP,East,Street,1534,A,Banjeet Puri,sidhuzayyan@example.com,RSM7932,Abeer Pau,lsathe@example.net,ASM7176,SRV175,24TPSMR9300W7Z9,+913142525705,+913577348410,2025-03-21,Laban Barad,Daksha Randhawa,REG9,ST0128,Oeshi Morar,LIC87833,oviswanathan@example.com
129,ST0129,Sharma and Sons - Bangalore,"22/004
Tripathi Ganj
Machilipatnam-407441",Bangalore,Karnataka,434152,8138041283,SAP0129,RETAIL,South,Shopping Complex,1181,C,Jairaj Kuruvilla,agastya48@example.org,RSM1725,Advay Toor,bhaktaadvika@example.net,ASM7547,SRV870,20ZNDAD5239H9Z9,+914090082997,3367120721,,Luke Tata,Ekiya Naik,REG4,ST0129,Anvi Balan,LIC68429,patrickdugar@example.net
130,ST0130,"Sha, Bassi and Korpal - Nagpur","H.No. 06
Rout Chowk, Pudukkottai 270009",Nagpur,Maharashtra,360099,+911125282746,SAP0130,FRANCHISE,West,Street,1912,A+,Zehaan Mohanty,gangulyvihaan@example.com,RSM8909,Manan Biswas,apadmanabhan@example.net,ASM2712,SRV402,23CDXEL6110K8Z4,4859348057,+919239282812,,Charles Bandi,Benjamin Dewan,REG2,ST0130,Wahab Mital,LIC67431,dugarhardik@example.net
131,ST0131,Narang-Rege - Bhopal,"H.No. 81
Garg Path
Gwalior-772442",Bhopal,Madhya Pradesh,446424,+910711872210,SAP0131,OUTLET,North,Shopping Complex,683,A+,Krish Talwar,samarchauhan@example.net,RSM1370,Adweta Sunder,janipriya@example.net,ASM6620,SRV763,13VZFXH9454F9Z3,00797093209,+915181824209,,Rajata Comar,Balhaar Pai,REG8,ST0131,Sudiksha Nagar,LIC40389,egola@example.com
132,ST0132,Deo Inc - Indore,"542
Chahal Zila, Srikakulam 490601",Indore,Madhya Pradesh,848698,06377896921,SAP0132,FLAGSHIP,South,Standalone,2120,A+,Niharika Dalal,djani@example.com,RSM4232,Quincy Devan,kiaankothari@example.org,ASM8365,SRV706,23MAWGG5560Y2Z2,0710555723,+912279712439,,Odika Rege,Rohan Randhawa,REG6,ST0132,Dhriti Bains,LIC52727,sanayalalla@example.net
133,ST0133,Pathak-Dhaliwal - Pune,"14/79, Chaudhary Marg
Bongaigaon 867542",Pune,Maharashtra,900437,+912703364587,SAP0133,FRANCHISE,North,Shopping Complex,2504,C,Dipta Boase,jeet05@example.org,RSM6134,Bhavya Nori,kundaoeshi@example.org,ASM7367,SRV725,22SDLLO3826V5Z2,0409039630,+917374449415,,Girish Mitter,Vamakshi Chad,REG4,ST0133,Jagvi Ganesan,LIC50026,victor74@example.org
134,ST0134,Raman and Sons - Chennai,"828, Singhal Nagar, Orai 628930",Chennai,Tamil Nadu,164233,09106425759,SAP0134,FLAGSHIP,East,Street,2592,B,Chandran Arora,wmittal@example.org,RSM7852,Amaira Sura,neel58@example.com,ASM3258,SRV688,22NFPUR3838R3Z8,01612678590,2928814982,,Kai Kunda,,REG8,ST0134,Gautami Sangha,LIC91187,pavanibandi@example.net
135,ST0135,"Ranganathan, Patla and Bala - Delhi","H.No. 91
Samra
Bhilwara-643252",Delhi,Delhi,265160,0639538946,SAP0135,OUTLET,North,Standalone,1059,A,Warinder Dhawan,yohannanmitali@example.com,RSM7290,Ranveer Balakrishnan,utkarshnatt@example.net,ASM9281,SRV768,25NVPNW8272P3Z2,3574949169,0300585165,,Osha Kulkarni,Lakshit Dey,REG4,ST0135,Tanvi Bedi,LIC48284,vyasojas@example.org
136,ST0136,"Krishna, Sarma and Seth - Delhi","11, Pau Ganj, Morena 080995",Delhi,Delhi,590503,03386860164,SAP0136,OUTLET,South,Shopping Complex,1188,B,Yashodhara Sarkar,yaminidhingra@example.net,RSM9115,Vasana Varughese,jmallick@example.net,ASM9369,SRV215,28DIYRL9880Y1Z8,02552970191,05595227237,,Qasim Raman,Udarsh Kohli,REG2,ST0136,Jai Sampath,LIC95678,esachdev@example.net
137,ST0137,"Kohli, Palla and Golla - Ahmedabad","H.No. 17, Gala Chowk, Coimbatore-399148",Ahmedabad,Gujarat,988254,5148722202,SAP0137,OUTLET,North,Standalone,1576,B+,Hemang Iyer,jmodi@example.com,RSM2425,Omya Om,darika77@example.com,ASM8193,SRV986,13YZHGZ6744W7Z3,+917637654690,2759804195,,Ayushman Lad,Zilmil Ramaswamy,REG4,ST0137,Jairaj Suri,LIC17780,hayreojas@example.org
138,ST0138,Varty Ltd - Nagpur,"H.No. 54
Shroff Ganj, Faridabad 402706",Nagpur,Maharashtra,983464,02834312454,SAP0138,OUTLET,Central,Street,1825,B+,Balvan Dube,isaiahgolla@example.com,RSM5740,Nandini Krish,eacharya@example.com,ASM5380,SRV978,26VDEYZ7743B5Z3,09553925270,+917560999537,,Vinaya Nagarajan,,REG3,ST0138,Aarnav Ray,LIC52217,subramanianfrederick@example.org
139,ST0139,"Sarraf, Kala and Chadha - Ahmedabad","541, Mander Nagar
Medininagar-980121",Ahmedabad,Gujarat,423460,07981398508,SAP0139,FRANCHISE,West,Street,2865,B+,Jackson Sawhney,swamyalexander@example.net,RSM7786,Suhani Dutta,anjalisaini@example.com,ASM7146,SRV562,12UZYCM9447X5Z6,+911781832455,+915733890737,,Lavanya Borde,Vincent Roy,REG10,ST0139,Aachal Malhotra,LIC10324,ahujapeter@example.com
140,ST0140,Mann Group - Bangalore,"H.No. 812, Mittal Circle
Jalna 444791",Bangalore,Karnataka,512248,4850751062,SAP0140,FRANCHISE,East,Mall,2689,B,Rushil Dash,wnarang@example.net,RSM4568,Yoshita Bhat,gkuruvilla@example.org,ASM8039,SRV944,16PIKJK9967S3Z8,08306018381,00724533737,,Charan Bhandari,Victor Kala,REG1,ST0140,Aradhana Puri,LIC16021,settyraksha@example.net
141,ST0141,"Arora, Chaudhari and Sandal - Chennai","63, Gulati, Gangtok-026482",Chennai,Tamil Nadu,614925,+913660027646,SAP0141,FRANCHISE,North,Mall,1147,B,Elijah Bhakta,omody@example.org,RSM8479,Avni Shere,zmukhopadhyay@example.org,ASM1011,SRV538,16WEUJF5489C6Z5,+919268795967,+912569572827,1977-12-04,Faraj Lad,Ranbir Majumdar,REG3,ST0141,Kritika Tiwari,LIC16787,bhardwajhemang@example.org
142,ST0142,"Sastry, Cheema and Bhatia - Indore","H.No. 43, Bhavsar Nagar, Tiruvottiyur-681586",Indore,Madhya Pradesh,951578,+918740937718,SAP0142,OUTLET,South,Standalone,873,A+,Veer Lal,bgill@example.com,RSM1017,Abdul Dash,uvarghese@example.org,ASM4496,SRV588,12ESHQV8291A1Z6,+913375411458,03171420442,,Bhavani Chandra,Wazir Shankar,REG7,ST0142,Christopher Batra,LIC27324,rachitsingh@example.com
143,ST0143,Jani Ltd - Visakhapatnam,"50/96, Trivedi Path
Jamnagar 100927",Visakhapatnam,Andhra Pradesh,612431,02081409389,SAP0143,RETAIL,South,Standalone,865,A+,Xavier Dhillon,gsama@example.com,RSM2690,Wriddhish Mander,gsidhu@example.net,ASM6133,SRV476,19EMYYE3340C9Z1,5366161009,5512776959,,Advik Hayer,,REG6,ST0143,Triya Sibal,LIC37925,qasimkannan@example.net
144,ST0144,Chakrabarti-Vyas - Kolkata,"740, Bakshi Marg
Surendranagar Dudhrej 502861",Kolkata,West Bengal,062453,+919896149770,SAP0144,FRANCHISE,Central,Standalone,1389,A+,Bhavya Yogi,baralteerth@example.com,RSM2646,Turvi Jani,agrawalkala@example.net,ASM3293,SRV870,13SXMLN6152Z3Z4,04782948058,08951467129,,Maanav Tiwari,,REG9,ST0144,Sara Dara,LIC88774,sehgalzinal@example.com
145,ST0145,"Tailor, Bhakta and Morar - Lucknow","63/00
Khalsa Marg
Kalyan-Dombivli-959732",Lucknow,Uttar Pradesh,022819,08821782240,SAP0145,RETAIL,East,Street,2620,C,Rudra Buch,azachariah@example.net,RSM9348,Janani Ganesh,mohantywahab@example.com,ASM4090,SRV865,22JUBZZ4921P7Z2,3463731287,+914742656630,,Theodore Saxena,Ojasvi Ramaswamy,REG2,ST0145,Advay Thakkar,LIC79243,lsarma@example.net
146,ST0146,"Dixit, Krishnan and Buch - Mumbai","019
Mall Ganj
Etawah 022483",Mumbai,Maharashtra,634168,+912037511812,SAP0146,OUTLET,East,Street,2084,C,Triveni Sabharwal,yugsane@example.net,RSM7895,Vrishti Bhardwaj,vyanjanalad@example.net,ASM6986,SRV659,31FYPYC1273S2Z1,1628170125,+911752679317,,Neel Lall,,REG1,ST0146,Lajita Lall,LIC62163,somanekaraj@example.net
147,ST0147,"Gola, Kulkarni and Sarma - Patna","H.No. 079
Jain Ganj, Malda 685395",Patna,Bihar,884612,03797254200,SAP0147,OUTLET,Central,Standalone,2234,B,Tanvi Kuruvilla,khuranaguneet@example.com,RSM2350,Unnati Madan,ubains@example.org,ASM9791,SRV650,29EICJC9377G3Z9,+915936490279,4574097503,,Jasmit Koshy,Yamini Venkatesh,REG2,ST0147,Viraj Patel,LIC50654,manthan40@example.net
148,ST0148,Barad LLC - Thane,"466
Bora Marg
Bathinda 356994",Thane,Maharashtra,709976,03609160152,SAP0148,FLAGSHIP,North,Street,853,B,Balveer Grover,triveninarain@example.net,RSM2900,Niharika Tiwari,oeshi39@example.org,ASM8428,SRV726,29BJVXV3877D1Z3,+915914316927,+917761193065,,Anya Dave,,REG6,ST0148,Ekansh Misra,LIC78551,tsrivastava@example.net
149,ST0149,Butala-Narang - Patna,"19/63, Ramachandran Zila, Kalyan-Dombivli 206419",Patna,Bihar,330897,+911689430423,SAP0149,OUTLET,South,Shopping Complex,1019,B+,Rushil Pillai,jmurthy@example.com,RSM2934,Samuel Banerjee,sarkarishwar@example.com,ASM1480,SRV443,35NIQCI2262P8Z9,08167797804,07996994646,,Advaith Saraf,Sanya Basak,REG10,ST0149,Tanveer Karpe,LIC31873,jeevika32@example.net
150,ST0150,"Sood, Dixit and Misra - Nagpur","78
Ganguly Ganj, Rohtak 008966",Nagpur,Maharashtra,362393,6121168948,SAP0150,FLAGSHIP,East,Mall,2850,A+,Nikita De,smitter@example.org,RSM4742,Naveen Nanda,janakiapte@example.com,ASM9336,SRV102,11AHBPL7274E3Z1,8672563019,8940873498,,Libni Mander,Ronith Rattan,REG7,ST0150,Ridhi Narula,LIC39427,ucchaldua@example.net
151,ST0151,Dada-Natt - Kanpur,"545
Prabhakar Path
Jehanabad 970931",Kanpur,Uttar Pradesh,859221,+917975771358,SAP0151,FLAGSHIP,West,Shopping Complex,1611,A+,Omisha Mander,yatin80@example.org,RSM7108,Wridesh Sheth,faras12@example.org,ASM2956,SRV614,31BFHZQ1752M2Z8,6268517059,06283093823,,Azaan Bal,Gaurangi Venkatesh,REG5,ST0151,Utkarsh Sunder,LIC52899,ishanimittal@example.com
152,ST0152,Balan LLC - Bangalore,"H.No. 60
Dhar Path, Muzaffarpur 120198",Bangalore,Karnataka,452131,08103255728,SAP0152,FRANCHISE,North,Shopping Complex,1321,B+,Falguni Srivastava,talwarlohit@example.net,RSM5979,Dakshesh Korpal,atharv09@example.net,ASM4974,SRV575,21SPYYG9954Y4Z3,2442520832,8990424844,2013-06-22,Amol Chana,Baljiwan Barman,REG4,ST0152,Rachit Chhabra,LIC80981,bbarad@example.net
153,ST0153,Mutti PLC - Nagpur,"06, Sharaf, Bharatpur 829219",Nagpur,Maharashtra,382098,6285018887,SAP0153,RETAIL,East,Mall,2041,B+,Hardik Hari,kalakari@example.com,RSM2703,Yachana Deep,aishaniprakash@example.net,ASM4361,SRV642,17NPBEW5584C1Z4,+911441395104,9169797889,,Jai Jayaraman,Zehaan Oza,REG6,ST0153,Harita Dasgupta,LIC70091,charluke@example.net
154,ST0154,"Tailor, Oak and Gaba - Bangalore","H.No. 541
Vyas Marg, Bilaspur 609298",Bangalore,Karnataka,993280,+919768652397,SAP0154,RETAIL,Central,Street,2115,A+,Yashvi Sandal,pdhingra@example.net,RSM2020,Vedhika Walia,rbaral@example.net,ASM8126,SRV778,14HJIKZ7438W6Z6,01930934884,5321754622,,Baghyawati Baria,,REG4,ST0154,Tamanna Boase,LIC27840,nwali@example.org
155,ST0155,Ganguly Group - Chennai,"51/676
Tata Street, Uluberia 674339",Chennai,Tamil Nadu,342897,+917847323290,SAP0155,FLAGSHIP,North,Street,2341,B,Mohini Kapadia,vsaini@example.org,RSM6145,Jeet Joshi,tanay92@example.net,ASM7660,SRV223,27LYGOJ8591I2Z2,+915601517348,+915856816448,,Max Deo,Gagan Chada,REG10,ST0155,Ucchal Chand,LIC15286,choprawarda@example.net
156,ST0156,Manda Inc - Pune,"16/908, Memon Marg, Dhule-004690",Pune,Maharashtra,454554,8116935469,SAP0156,OUTLET,South,Mall,1516,B+,Jairaj Borde,dattawarhi@example.org,RSM7492,Raghav Shroff,cnarasimhan@example.net,ASM9412,SRV150,31JIFAM8408R9Z4,+916503630863,00364352900,1972-10-27,Manan Mukhopadhyay,,REG3,ST0156,Baljiwan Kari,LIC25919,rishisankaran@example.org
157,ST0157,Anne Group - Mumbai,"95
Mandal Ganj, Nanded 871803",Mumbai,Maharashtra,135677,2600295898,SAP0157,RETAIL,South,Street,1311,B,Bhavya Gola,varenyasathe@example.org,RSM7098,Osha Bera,ekaraj92@example.com,ASM2376,SRV696,28ICACG8265Z3Z2,02231091146,+919701799419,,Idika Dewan,Avni Ghosh,REG6,ST0157,Rushil Dugal,LIC26059,januja58@example.com
158,ST0158,Sabharwal-Seth - Delhi,"57/46
Vaidya Zila, Etawah 990239",Delhi,Delhi,936912,0582168717,SAP0158,FRANCHISE,North,Street,2850,B,Chandresh Kala,vkothari@example.org,RSM7471,Mugdha Kalla,falak38@example.org,ASM9128,SRV130,22VNFLG4066I5Z8,02583449004,+913131364666,,Daksha Anand,,REG10,ST0158,Chaitaly Narayan,LIC90868,ryankonda@example.org
159,ST0159,Wagle Inc - Ahmedabad,"14/42, Hegde Marg
Kulti-471827",Ahmedabad,Gujarat,098668,2213133575,SAP0159,OUTLET,West,Standalone,2755,B,Priya Dar,henrysrinivas@example.org,RSM1999,Bhavini Deo,rajeshri04@example.net,ASM2437,SRV386,22ENGUZ9614H9Z1,0022960858,4074381149,,Finn Borra,Max Gulati,REG6,ST0159,Turvi Baria,LIC72873,maanav41@example.org
160,ST0160,Kant-Pau - Vadodara,"57/505
Rau Marg
Karimnagar-031176",Vadodara,Gujarat,352607,07046865764,SAP0160,FRANCHISE,East,Shopping Complex,2090,B+,Advaith Thaker,ydhar@example.net,RSM3946,Girindra Kade,palabdul@example.org,ASM1427,SRV426,29HAZYI1959Z8Z9,+912905582474,05718152621,,Manbir Sridhar,Anamika Devi,REG4,ST0160,Ijaya Amble,LIC30922,jagat52@example.net
161,ST0161,Sarkar Inc - Chennai,"60/841
Varughese, Warangal 857768",Chennai,Tamil Nadu,857056,+919602765491,SAP0161,FLAGSHIP,South,Shopping Complex,2685,A+,Abdul Swaminathan,udyati48@example.com,RSM4594,Mitesh Jhaveri,hrege@example.net,ASM7363,SRV463,36FFHSK6878S1Z6,06415569394,+914712838271,,Rayaan Reddy,Mason Purohit,REG10,ST0161,Arunima Dhillon,LIC34672,okade@example.net
162,ST0162,Shanker-Raval - Visakhapatnam,"H.No. 24, Sandhu Zila, Muzaffarnagar-153967",Visakhapatnam,Andhra Pradesh,466665,+914801768999,SAP0162,OUTLET,South,Standalone,655,A+,Rajata Memon,zgera@example.com,RSM1920,Karan Bhavsar,ksaran@example.net,ASM4811,SRV716,17AQPAK4300Z3Z6,04275141251,+911554975525,,Nitesh Bhatnagar,Parth Prashad,REG6,ST0162,Sachi Dash,LIC17806,eta11@example.org
163,ST0163,Mallick-Rajan - Mumbai,"H.No. 669, Mandal Chowk, Gopalpur-811516",Mumbai,Maharashtra,561685,+918946014665,SAP0163,FLAGSHIP,Central,Street,954,C,Aarush Garde,saanvi19@example.net,RSM6978,Nidra Balan,janujaamble@example.net,ASM2188,SRV482,32VMSDK5944K3Z3,+916172334431,03868490256,,Lopa Naik,Pratyush Ganesan,REG8,ST0163,Diya Srinivasan,LIC95089,aramesh@example.net
164,ST0164,Dora-Mitter - Kanpur,"80/25, Singhal Marg, Indore-415704",Kanpur,Uttar Pradesh,800451,1887221072,SAP0164,FLAGSHIP,Central,Shopping Complex,1414,C,Rudra Sampath,eshana20@example.net,RSM3872,Ryan Banik,aarush19@example.net,ASM7199,SRV414,33WJEFX1029W7Z1,0994424219,3254531926,,Faris Varma,Zilmil Kapadia,REG10,ST0164,Nicholas Wali,LIC38953,triyaedwin@example.org
165,ST0165,"Goyal, Nazareth and Raval - Chennai","H.No. 33
Lata Path, Narasaraopet-093486",Chennai,Tamil Nadu,566059,+918086756142,SAP0165,FRANCHISE,South,Shopping Complex,818,A,Ojas Mukhopadhyay,sachdevyahvi@example.net,RSM6682,Triveni Sethi,luthrahiral@example.com,ASM6234,SRV271,30CWVUX6500O1Z5,07740958902,03598058098,,Advika Nori,Ishita Dar,REG6,ST0165,Turvi Kata,LIC43640,leelagara@example.com
166,ST0166,Morar-Kala - Chennai,"H.No. 524, Sule Road, South Dumdum-572286",Chennai,Tamil Nadu,644399,+912371139946,SAP0166,RETAIL,North,Standalone,2294,B,Indrajit Pau,kurianneha@example.net,RSM3725,Yuvraj Sem,saanvi60@example.org,ASM7783,SRV604,22LRMDP4695F8Z2,09615760076,3365097508,,Manbir Divan,,REG1,ST0166,Agastya Padmanabhan,LIC51774,watika17@example.net
167,ST0167,"Kalita, Tailor and Natarajan - Jaipur","41/39
Swaminathan Ganj
Shivpuri-223002",Jaipur,Rajasthan,571480,03498461637,SAP0167,RETAIL,North,Shopping Complex,1196,B,Neha Salvi,manehitesh@example.com,RSM3636,Shivani Sridhar,lallabhavna@example.com,ASM2228,SRV660,12KTTPW1507N3Z7,+912863935171,3577508437,,Zayyan Radhakrishnan,,REG4,ST0167,Nirja Raj,LIC34901,sai76@example.org
168,ST0168,"Randhawa, Prasad and Warrior - Thane","94
Choudhury Zila
Siwan 119120",Thane,Maharashtra,386281,01873760171,SAP0168,OUTLET,East,Shopping Complex,1472,A+,Chaitanya Comar,pranav81@example.net,RSM1813,Jackson Sule,oliver43@example.net,ASM7437,SRV685,27PEBLA8005C5Z8,+913203297149,07015647498,,Lila Andra,,REG3,ST0168,Dhruv Dutta,LIC93648,peter68@example.net
169,ST0169,Patil and Sons - Lucknow,"552, Din Ganj
Satna-447762",Lucknow,Uttar Pradesh,373843,+912681519661,SAP0169,RETAIL,West,Mall,1763,B,Aadhya Contractor,bdube@example.net,RSM8715,Yasti Sama,choudharyaradhana@example.net,ASM9013,SRV776,18CURMF7078M6Z3,+916856449446,06561617848,,Chasmum Tiwari,,REG8,ST0169,Omaja Jaggi,LIC44524,yagnesh73@example.net
170,ST0170,Behl-Magar - Ahmedabad,"296, Sankar Chowk
Sonipat-260792",Ahmedabad,Gujarat,686166,+917992362418,SAP0170,OUTLET,Central,Mall,1119,A+,Raksha Borra,purohitfrederick@example.com,RSM2404,Gagan Manne,ronithchaudhari@example.net,ASM6632,SRV927,27NYSHR1999M9Z7,2559488991,1668808641,,Yadavi Gandhi,Zinal Halder,REG8,ST0170,Aayush Chauhan,LIC85066,okibe@example.org
171,ST0171,"Kala, Raj and Khatri - Ahmedabad","891, Ratta Road, Amritsar 797404",Ahmedabad,Gujarat,137471,02410980526,SAP0171,FRANCHISE,East,Mall,2117,A+,Lopa Kurian,hpatel@example.com,RSM9226,Samesh Varty,osibal@example.org,ASM9467,SRV919,28VTEDY8357F3Z4,9937628713,4238895176,,Charita Kar,,REG7,ST0171,Oscar Hegde,LIC20271,pantsachi@example.org
172,ST0172,Chhabra-Vohra - Thane,"80/127, Badami Marg, Coimbatore 570170",Thane,Maharashtra,384177,+919929604249,SAP0172,FLAGSHIP,South,Shopping Complex,1809,A+,Bhavika Atwal,pillaimason@example.net,RSM2425,Advay Pillay,latahamsini@example.com,ASM7358,SRV669,22RKIQO1202Z9Z7,08878061558,6587338112,,Bhavika Mahajan,,REG10,ST0172,Lakshit Thaman,LIC87061,jvohra@example.com
173,ST0173,"Bala, Balay and Kant - Chennai","15/586, Tella Marg, Imphal-488974",Chennai,Tamil Nadu,279859,07855382359,SAP0173,RETAIL,Central,Mall,1671,C,Jasmit Ramachandran,horaturvi@example.com,RSM6633,Jairaj Hans,nazarethvasatika@example.com,ASM7732,SRV370,22UPSTP1613F5Z7,09229856920,06299329910,,Patrick Tata,Sachi Nanda,REG7,ST0173,Agastya Nagarajan,LIC15083,ishaanchakrabarti@example.com
174,ST0174,Balakrishnan and Sons - Indore,"130
Gopal Street
Nagaon 730431",Indore,Madhya Pradesh,991015,9270136170,SAP0174,OUTLET,South,Mall,2446,B+,Timothy Dasgupta,ctailor@example.net,RSM7102,Hiral Mammen,chaudhryaarini@example.com,ASM1331,SRV445,36ZJJIP2609H3Z5,00824268831,00130263776,,Hemang Bhavsar,Anusha Natt,REG6,ST0174,Ubika Yogi,LIC45313,priyarege@example.com
175,ST0175,Char Group - Thane,"05/575, Narang Ganj
Bhimavaram-408581",Thane,Maharashtra,782797,+913915543368,SAP0175,RETAIL,South,Standalone,1365,B,Peter Butala,ekala@example.com,RSM8937,Irya Dua,hamsini90@example.com,ASM9462,SRV988,21BQZFC6097W9Z7,5510505829,08130152444,,Triveni Apte,Mitesh Dara,REG10,ST0175,Anya Cherian,LIC13794,amritaamble@example.com
176,ST0176,Nadig-Mittal - Hyderabad,"04/25, Mittal, Bettiah-456180",Hyderabad,Telangana,698999,01681992064,SAP0176,FLAGSHIP,South,Mall,1521,A+,Lakshit Singh,ekapadboase@example.net,RSM8478,Jyoti Mannan,ikhare@example.net,ASM1828,SRV469,32GILOQ7503U2Z1,+912830306129,05987339982,,Chandran Saini,Netra Dugar,REG8,ST0176,Tara Kala,LIC33276,falan26@example.net
177,ST0177,Chokshi-Venkatesh - Visakhapatnam,"80/416
Kalita Nagar
Bally 855340",Visakhapatnam,Andhra Pradesh,937028,8253373768,SAP0177,OUTLET,East,Street,1559,A+,Ekantika Kunda,ekantika80@example.com,RSM5670,Sanya Kanda,kumerjai@example.com,ASM1449,SRV495,11FSYGH4688V4Z5,4120935601,5020831948,,Anay Sura,Arunima Rama,REG1,ST0177,Ishaan Wali,LIC72140,harrisonkale@example.net
178,ST0178,"Issac, Luthra and Nayak - Kolkata","40/025, Chhabra
Shimla 641137",Kolkata,West Bengal,546483,04488767764,SAP0178,FLAGSHIP,Central,Mall,1416,B+,Rehaan Naidu,csandhu@example.org,RSM6004,Leena Khanna,kbhalla@example.com,ASM5511,SRV533,22LOIGO5950V9Z7,07029329148,+916996156356,,Zehaan Som,,REG6,ST0178,Chandani Venkatesh,LIC83591,reyansh49@example.net
179,ST0179,Hegde-Cherian - Lucknow,"85/913, Goel Ganj
Ramgarh-783183",Lucknow,Uttar Pradesh,191644,00578226023,SAP0179,OUTLET,North,Standalone,761,B+,Ucchal Hari,uganesh@example.com,RSM5529,Abha Kothari,sanghagauri@example.org,ASM6327,SRV982,18IUWUJ4086E9Z4,8251177556,7410912504,,Garima Dave,Sachi Lalla,REG10,ST0179,Watika Gopal,LIC62965,tailorowen@example.net
180,ST0180,Iyengar and Sons - Kanpur,"436
Bail Chowk
Nagaon-681272",Kanpur,Uttar Pradesh,531077,0887868798,SAP0180,FLAGSHIP,North,Standalone,1710,B+,Banjeet Bhatti,aryatheodore@example.org,RSM7857,Daksh Dhar,riaratti@example.com,ASM7628,SRV497,33BSWSG6622X4Z9,+914989022516,+913167670068,,Tanvi Kale,Elijah Kanda,REG6,ST0180,Bhavna Ratti,LIC76494,srinivasadvika@example.com
181,ST0181,Dada Ltd - Lucknow,"181
Varkey Road, Patna-522857",Lucknow,Uttar Pradesh,723663,+913778747316,SAP0181,FLAGSHIP,Central,Street,1703,A+,Sarthak Patla,isaiah05@example.org,RSM8713,Vidhi Bhalla,xmunshi@example.org,ASM3096,SRV858,18XZRYF6499U2Z4,6802469777,05709278961,,Upkaar Mutti,Nidra Jain,REG5,ST0181,Liam Dey,LIC65112,bpandey@example.com
182,ST0182,Pau Inc - Kanpur,"95/843
Chauhan Path, Nandyal-496073",Kanpur,Uttar Pradesh,418800,+916264774744,SAP0182,OUTLET,East,Shopping Complex,2399,A+,Zinal Rao,nihal25@example.org,RSM8709,Zilmil Konda,kibeyamini@example.org,ASM1879,SRV987,30SSTCP4187Q2Z7,06553721671,+911080869926,,Jackson Dani,Dhriti Jani,REG3,ST0182,Warinder Dewan,LIC28004,uanne@example.org
183,ST0183,"Mani, Contractor and Loyal - Pune","H.No. 47, Sabharwal Chowk, Sangli-Miraj & Kupwad-784145",Pune,Maharashtra,341612,03526819088,SAP0183,OUTLET,West,Standalone,1086,B+,Hemang Bandi,garora@example.net,RSM3954,Chavvi Panchal,santurvi@example.org,ASM2324,SRV599,20UFKUB1077O5Z4,08834862443,4367778498,,Dipta Nair,,REG3,ST0183,Harsh Raj,LIC74169,wchoudhry@example.org
184,ST0184,"Golla, Vig and Gill - Bangalore","86/53, Basak
Vijayawada-354308",Bangalore,Karnataka,419664,+918117450807,SAP0184,FLAGSHIP,Central,Standalone,2258,B,Ekansh Kalita,nborde@example.net,RSM8029,Vedika Bhatt,reva06@example.net,ASM8821,SRV492,10BRGXL1230K9Z4,01213768087,0550224751,1997-01-21,Ojas Choudhry,,REG4,ST0184,Aryan Wason,LIC39657,ukrish@example.com
185,ST0185,Lata Group - Nagpur,"503
Raghavan Street
Adoni 844777",Nagpur,Maharashtra,927008,+910071443359,SAP0185,OUTLET,South,Mall,2071,C,Lila Rajan,tanejalakshmi@example.com,RSM6015,Vrinda Shukla,mcherian@example.com,ASM3736,SRV166,36BJJOX9524T9Z6,07015421685,+919749798923,,Sachi Gill,Tejas Talwar,REG3,ST0185,Ayushman Bhalla,LIC54922,balasubramanianvidhi@example.org
186,ST0186,Ramesh LLC - Visakhapatnam,"H.No. 40, Ramaswamy Nagar, Ambarnath-075159",Visakhapatnam,Andhra Pradesh,779444,+910033624026,SAP0186,OUTLET,South,Street,2152,A+,Balveer Kalla,ckumar@example.org,RSM4742,Gavin Loke,udant86@example.org,ASM4675,SRV844,14GXASQ3768D6Z1,1980679888,7360200461,,Teerth Venkatesh,Niharika Morar,REG9,ST0186,Sanya Sami,LIC91675,simonseth@example.org
187,ST0187,"Nagarajan, Bhardwaj and Contractor - Delhi","H.No. 83, Dara Zila
Miryalaguda 699929",Delhi,Delhi,345779,09432347388,SAP0187,RETAIL,North,Mall,697,A+,Aadhya Hegde,mangalayush@example.com,RSM7828,Chakradev Nair,sachipatla@example.net,ASM8279,SRV489,13RIPWE4366W1Z5,+910511011052,+912856632251,,Daksha Swamy,,REG9,ST0187,Zilmil Yohannan,LIC45386,gjohal@example.net
